codeIataAirport,codeIcaoAirport,Country/Region,Province/State
OBY,BGSC,Denmark,Greenland
OBZ,,Germany,
OCC,SECO,Ecuador,
OCV,SKOC,Colombia,
ODA,FEFW,Central African Republic,
ODB,LEBA,Spain,
ODD,YOOD,Australia,South Australia
ODE,EKOD,Denmark,
ODH,EGVO,United Kingdom,Channel Islands
ODJ,FEGO,Central African Republic,
ODL,,Australia,South Australia
ODN,WBGI,Malaysia,
ODO,,Russia,
ODR,YORV,Australia,Northern Territory
ODS,UKOO,Ukraine,
ODY,VLOS,Laos,
OEL,UUOR,Russia,
OEM,,Suriname,
OER,ESNO,Sweden,
OES,SAVN,Argentina,
OFJ,BIOF,Iceland,
OGE,,Papua New Guinea,
OGL,,Guyana,
OGM,,Panama,
OGN,ROYN,Japan,
OGV,,Namibia,
OGZ,URMO,Russia,
OHA,NZOH,New Zealand,
OHB,,Madagascar,
OHE,ZYMH,China,Heilongjiang
OHH,UHSH,Russia,
OHI,,Namibia,
OHO,UHOO,Russia,
OHR,,Germany,
OHT,OPKT,Pakistan,
OIA,SDOW,Brazil,
OIM,RJTO,Japan,
OIR,RJEO,Japan,
OIT,RJFO,Japan,
OKA,ROAH,Japan,
OKB,,Australia,Queensland
OKD,RJCO,Japan,
OKE,RJKB,Japan,
OKF,,Namibia,
OKH,EGXJ,United Kingdom,Isle of Man
OKI,RJNO,Japan,
OKJ,RJOB,Japan,
OKL,WAJO,Indonesia,
OKN,FOGQ,Gabon,
OKO,RJTY,Japan,
OKP,,Papua New Guinea,
OKQ,WAKO,Indonesia,
OKR,YYKI,Australia,Northern Territory
OKT,UWUK,Russia,
OKU,FYMO,Namibia,
OKV,,Papua New Guinea,
OKY,YBOK,Australia,Queensland
OLA,ENOL,Norway,
OLB,LIEO,Italy,
OLC,,Brazil,
OLI,,Iceland,
OLK,,Paraguay,
OLN,,Argentina,
OLP,YOLD,Australia,South Australia
OLQ,,Papua New Guinea,
OLR,,Afghanistan,
OMB,FOOH,Gabon,
OMC,RPVO,Philippines,
OMD,FYOG,Namibia,
OMF,OJMF,Jordan,
OMG,FYOE,Namibia,
OMH,OITR,Iran,
OMI,,Iran,
OMJ,,Japan,
OMM,OONR,Oman,
OMO,LQMO,Bosnia and Herzegovina,
OMR,LROD,Romania,
OMS,UNOO,Russia,
OMY,,Cambodia,
ONB,,Papua New Guinea,
OND,FAOA,Namibia,
ONG,YMTI,Australia,Northern Territory
ONI,WABD,Indonesia,
ONJ,RJSR,Japan,
ONQ,LTAS,Turkey,
ONR,YMNK,Australia,South Australia
ONS,YOLW,Australia,Western Australia
ONX,,Panama,
OOL,YBCG,Australia,Queensland
OOM,YCOM,Australia,Australian Capital Territory
OOR,YMOO,Australia,South Australia
OPA,BIKP,Iceland,
OPB,,Papua New Guinea,
OPI,YOEN,Australia,Northern Territory
OPO,LPPR,Portugal,
OPS,SWSI,Brazil,
OPU,,Papua New Guinea,
OPW,,Namibia,
ORA,SASO,Argentina,
ORB,ESOE,Sweden,
ORC,SKOE,Colombia,
ORE,,France,
ORG,,Suriname,
ORJ,SYOR,Guyana,
ORK,EICK,Ireland,
ORM,EGBK,United Kingdom,Isle of Man
ORO,,Honduras,
ORP,FBOR,Botswana,
ORR,YYOR,Australia,South Australia
ORS,,Australia,Queensland
ORU,SLOR,Bolivia,
ORW,OPOR,Pakistan,
ORX,SNOX,Brazil,
ORY,LFPO,France,
ORZ,,Belize,
OSD,ESPC,Sweden,
OSE,,Papua New Guinea,
OSG,,Papua New Guinea,
OSI,LDOS,Croatia,
OSK,ESMO,Sweden,
OSL,ENGM,Norway,
OSM,ORBM,Iraq,
OSO,YOSB,Australia,South Australia
OSS,UAFO,Kyrgyzstan,
OST,EBOS,Belgium,
OSW,UWOR,Russia,
OSY,ENNM,Norway,
OSZ,EPKO,Poland,
OTA,,Ethiopia,
OTD,,Panama,
OTI,WAMR,Indonesia,
OTJ,,Namibia,
OTL,GQNB,Mauritania,
OTP,LROP,Romania,
OTR,MRCC,Costa Rica,
OTT,,Brazil,
OTU,,Colombia,
OTY,,Papua New Guinea,
OUA,DFFD,Burkina Faso,
OUD,GMFO,Morocco,
OUG,DFCC,Burkina Faso,
OUH,FAOH,South Africa,
OUI,VLHS,Laos,
OUK,,United Kingdom,
OUL,EFOU,Finland,
OUR,FKKI,Cameroon,
OUS,SDOU,Brazil,
OUU,,Gabon,
OUZ,GQPZ,Mauritania,
OVA,,Madagascar,
OVB,UNNT,Russia,
OVD,LEAS,Spain,
OVG,FAOB,South Africa,
OVR,SAZF,Argentina,
OVS,USHS,Russia,
OWE,,Gabon,
OXB,GGOV,Guinea-Bissau,
OXF,EGTK,United Kingdom,Channel Islands
OXO,,Australia,South Australia
OXY,YMNY,Australia,South Australia
OYA,SATG,Argentina,
OYE,FOGO,Gabon,
OYG,,Uganda,
OYK,SBOI,Brazil,
OYL,HKMY,Kenya,
OYN,,Australia,South Australia
OYO,SAZH,Argentina,
OYP,,France,French Guiana
OZC,RPMO,Philippines,
OZG,,Morocco,
OZH,UKDE,Ukraine,
OZI,,Spain,
OZL,,Spain,
OZP,LEMO,Spain,
OZU,,Spain,
OZZ,GMMZ,Morocco,
PAB,VABI,India,
PAC,MPMG,Panama,
PAD,EDLP,Germany,
PAF,HUPA,Uganda,
PAG,RPMP,Philippines,
PAJ,,Pakistan,
PAL,,Colombia,
PAN,VTSK,Thailand,
PAP,MTPP,Haiti,
PAS,LGPA,Greece,
PAT,VEPT,India,
PAV,SBUF,Brazil,
PAW,,Papua New Guinea,
PAX,,Haiti,
PAY,WBKP,Malaysia,
PAZ,MMPA,Mexico,
PBB,,Brazil,
PBC,MMPB,Mexico,
PBD,VAPR,India,
PBE,SKPR,Colombia,
PBH,VQPR,Bhutan,
PBL,SVPC,Venezuela,
PBM,SMJP,Suriname,
PBN,FNPA,Angola,
PBO,APPB,Australia,Western Australia
PBP,MRIA,Costa Rica,
PBQ,SWPM,Brazil,
PBR,MGPB,Guatemala,
PBS,,Thailand,
PBT,,Paraguay,
PBV,,Brazil,
PBW,,Indonesia,
PBX,,Brazil,
PBY,,Australia,Queensland
PBZ,FAPG,South Africa,
PCB,WIHP,Indonesia,
PCC,,Colombia,
PCF,,South Africa,
PCG,,Guatemala,
PCH,,Honduras,
PCJ,,Paraguay,
PCL,SPCL,Peru,
PCM,,Mexico,
PCN,NZPN,New Zealand,
PCO,MMPL,Mexico,
PCP,FPPR,Sao Tome and Principe,
PCQ,,Laos,
PCR,SKPC,Colombia,
PCS,SNPC,Brazil,
PCV,,Mexico,
PDA,SKPD,Colombia,
PDC,NWWQ,France,New Caledonia
PDD,,Mozambique,
PDE,YPDI,Australia,South Australia
PDF,SNRD,Brazil,
PDG,WIMG,Indonesia,
PDI,,Papua New Guinea,
PDL,LPPD,Portugal,
PDN,,Australia,South Australia
PDO,WIPQ,Indonesia,
PDP,SUPE,Uruguay,
PDR,,Brazil,
PDS,,Mexico,
PDU,SUPU,Uruguay,
PDV,LBPD,Bulgaria,
PDZ,SVPE,Venezuela,
PEA,YPSH,Australia,South Australia
PEB,,Mozambique,
PEE,USPP,Russia,
PEF,,Germany,
PEG,LIRZ,Italy,
PEH,SAZP,Argentina,
PEI,SKPE,Colombia,
PEJ,,Italy,
PEK,ZBAA,China,Beijing
PEM,SPTU,Peru,
PEN,WMKP,Malaysia,
PEP,,Australia,Northern Territory
PER,YPPH,Australia,Western Australia
PES,ULPB,Russia,
PET,SBPK,Brazil,
PEU,MHPL,Honduras,
PEV,LHPP,Hungary,
PEW,OPPS,Pakistan,
PEX,,Russia,
PEY,,Australia,South Australia
PEZ,UWPP,Russia,
PFB,SBPF,Brazil,
PFJ,BIPA,Iceland,
PFO,LCPH,Cyprus,
PFQ,OITP,Iran,
PGB,,Papua New Guinea,
PGE,,Papua New Guinea,
PGF,LFMP,France,
PGG,,Brazil,
PGH,VIPT,India,
PGI,FNCH,Angola,
PGK,WIKK,Indonesia,
PGN,,Papua New Guinea,
PGP,,Sao Tome and Principe,
PGU,OIBP,Iran,
PGX,LFBX,France,
PGZ,SSZW,Brazil,
PHB,SBPB,Brazil,
PHC,DNPO,Nigeria,
PHE,YPPD,Australia,Western Australia
PHG,DNPM,Nigeria,
PHI,SNYE,Brazil,
PHJ,,Australia,New South Wales
PHS,VTPP,Thailand,
PHW,FAPH,South Africa,
PHY,VTPB,Thailand,
PHZ,,Thailand,
PIC,MBPI,United Kingdom,Turks and Caicos Islands
PIG,,Brazil,
PIK,EGPK,United Kingdom,
PIL,SGPI,Paraguay,
PIN,SWPI,Brazil,
PIO,SPSO,Peru,
PIQ,,Guyana,
PIS,LFBI,France,
PIU,SPUR,Peru,
PIV,,Brazil,
PIW,CZMN,Canada,Manitoba
PIX,LPPI,Portugal,
PJA,ESUP,Sweden,
PJC,SGPJ,Paraguay,
PJG,OPPG,Pakistan,
PJM,MRPJ,Costa Rica,
PJZ,,Mexico,
PKC,UHPP,Russia,
PKE,YPKS,Australia,Australian Capital Territory
PKG,WMPA,Malaysia,
PKH,LGHL,Greece,
PKJ,,Guatemala,
PKL,,New Zealand,
PKM,,Guyana,
PKN,WRBI,Indonesia,
PKO,DBBP,Benin,
PKP,NTGP,France,French Polynesia
PKR,VNPK,Nepal,
PKS,,Laos,
PKT,YPKT,Australia,Northern Territory
PKU,WIBB,Indonesia,
PKV,ULOO,Russia,
PKW,FBSP,Botswana,
PKY,WRBP,Indonesia,
PKZ,VLPS,Laos,
PLA,,Colombia,
PLC,,Colombia,
PLD,MRSR,Costa Rica,
PLE,,Papua New Guinea,
PLI,,Saint Vincent and the Grenadines,
PLJ,,Belize,
PLL,,Brazil,
PLM,WIPP,Indonesia,
PLO,YPLC,Australia,South Australia
PLP,MPLP,Panama,
PLQ,EYPA,Lithuania,
PLS,MBPV,United Kingdom,Turks and Caicos Islands
PLT,,Colombia,
PLU,SBBH,Brazil,
PLV,UKHP,Ukraine,
PLW,WAML,Indonesia,
PLX,UASS,Kazakhstan,
PLZ,FAPE,South Africa,
PMA,HTPE,Tanzania,
PME,,United Kingdom,Channel Islands
PMF,LIMP,Italy,
PMG,SBPP,Brazil,
PMI,LEPA,Spain,
PMK,YPAM,Australia,Queensland
PMM,,Thailand,
PMN,,Papua New Guinea,
PMO,LICJ,Italy,
PMP,KPMP,Papua New Guinea,
PMQ,SAWP,Argentina,
PMR,NZPM,New Zealand,
PMS,OSPR,Syria,
PMT,,Guyana,
PMV,SVMG,Venezuela,
PMW,SWPJ,Brazil,
PMY,SAVY,Argentina,
PMZ,MRPM,Costa Rica,
PNA,LEPP,Spain,
PNB,SBPN,Brazil,
PND,,Belize,
PNG,SSPG,Brazil,
PNH,VDPP,Cambodia,
PNJ,,China,Shandong
PNK,WIOO,Indonesia,
PNL,LICG,Italy,
PNP,AYGR,Papua New Guinea,
PNQ,VAPO,India,
PNV,EYPP,Lithuania,
PNY,VOPC,India,
PNZ,SBPL,Brazil,
POA,SBPA,Brazil,
POD,GOSP,Senegal,
POG,FOOG,Gabon,
POI,SLPO,Bolivia,
POJ,SNPD,Brazil,
POL,FQPB,Mozambique,
POM,AYPY,Papua New Guinea,
PON,MGPP,Guatemala,
POO,SBPC,Brazil,
POP,MDPP,Dominican Republic,
POR,EFPO,Finland,
POS,TTPP,Trinidad and Tobago,
POV,LZPW,Slovakia,
POW,LJPZ,Slovenia,
POX,LFPT,France,
POZ,EPPO,Poland,
PPB,SBDN,Brazil,
PPE,,Mexico,
PPH,SVPH,Venezuela,
PPI,YPIR,Australia,South Australia
PPJ,,Indonesia,
PPK,UACP,Kazakhstan,
PPL,VNPL,Nepal,
PPN,SKPP,Colombia,
PPO,,Bahamas,
PPP,YBPN,Australia,Queensland
PPQ,NZPP,New Zealand,
PPR,WIDE,Indonesia,
PPS,RPVP,Philippines,
PPT,NTAA,France,French Polynesia
PPW,,United Kingdom,
PPX,,Papua New Guinea,
PPY,SNZA,Brazil,
PPZ,,Venezuela,
PQD,,Sri Lanka,
PQM,MMPQ,Mexico,
PQQ,YPMQ,Australia,New South Wales
PQT,,Denmark,Greenland
PRA,SAAP,Argentina,
PRD,YPDO,Australia,Western Australia
PRE,,Colombia,
PRH,VTCP,Thailand,
PRI,FSPP,Seychelles,
PRJ,,Italy,
PRK,,South Africa,
PRM,LPPM,Portugal,
PRN,LYPR,Serbia,
PRP,,France,
PRQ,,Argentina,
PRR,SYPR,Guyana,
PRY,FAWB,South Africa,
PSA,LIRP,Italy,
PSD,HEPS,Egypt,
PSH,,Germany,
PSI,,Pakistan,
PSJ,WAMP,Indonesia,
PSL,EGPT,United Kingdom,
PSO,SKPS,Colombia,
PSR,LIBP,Italy,
PSS,SARP,Argentina,
PST,,Cuba,
PSU,WIOP,Indonesia,
PSV,,United Kingdom,
PSW,SNOS,Brazil,
PSZ,SLPS,Bolivia,
PTG,FAPI,South Africa,
PTI,,Australia,Queensland
PTJ,YPOR,Australia,Victoria
PTM,,Venezuela,
PTO,SSPB,Brazil,
PTP,TFFR,France,Guadeloupe
PTQ,SNMZ,Brazil,
PTX,SKPI,Colombia,
PTY,MPTO,Panama,
PTZ,SEPA,Ecuador,
PUA,,Papua New Guinea,
PUD,SAWD,Argentina,
PUE,MPOA,Panama,
PUF,LFBP,France,
PUG,YPAG,Australia,South Australia
PUH,,Mexico,
PUJ,MDPC,Dominican Republic,
PUK,NTGQ,France,French Polynesia
PUM,,Indonesia,
PUP,DFCP,Burkina Faso,
PUR,SLPR,Bolivia,
PUT,VOPN,India,
PUU,SKAS,Colombia,
PUV,NWWP,France,New Caledonia
PUY,LDPL,Croatia,
PUZ,MNPC,Nicaragua,
PVA,SKPV,Colombia,
PVB,,Uruguay,
PVE,,Panama,
PVG,ZSPD,China,Shanghai
PVH,SBPV,Brazil,
PVI,SSPI,Brazil,
PVK,LGPZ,Greece,
PVO,SEPV,Ecuador,
PVR,MMPR,Mexico,
PVS,UHMD,Russia,
PWE,UHMP,Russia,
PWI,,Ethiopia,
PWL,,Indonesia,
PWN,MYCP,Bahamas,
PWQ,UASP,Kazakhstan,
PXH,YPMH,Australia,South Australia
PXM,MMPS,Mexico,
PXO,LPPS,Portugal,
PXR,,Thailand,
PXS,,Spain,
PYA,,Colombia,
PYB,VEJP,India,
PYC,,Panama,
PYH,SVPA,Venezuela,
PYJ,UERP,Russia,
PYK,,Iran,
PYN,,Colombia,
PYO,SEPT,Ecuador,
PYR,LGAD,Greece,
PYV,,Panama,
PYX,,Thailand,
PYY,VTCI,Thailand,
PZA,,Colombia,
PZB,FAPM,South Africa,
PZH,OPZB,Pakistan,
PZI,ZUZH,China,Yunnan
PZL,FADQ,South Africa,
PZO,SVPR,Venezuela,
PZU,HSSP,Sudan,
PZY,,Slovakia,
QBC,CYBD,Canada,British Columbia
QBO,,Germany,
QCA,,Saudi Arabia,
QCU,,Denmark,Greenland
QCY,,United Kingdom,Isle of Man
QDH,,United Kingdom,Gibraltar
QDI,,Austria,
QDU,,Germany,
QEQ,,Switzerland,
QEW,,United Kingdom,Isle of Man
QFB,,Germany,
QFH,,Denmark,
QFI,,Denmark,Greenland
QFK,,Norway,
QFQ,,Norway,
QFV,,Norway,
QFZ,,Germany,
QGL,,Switzerland,
QGN,,Spain,
QGQ,,Denmark,Greenland
QGV,,Germany,
QGY,LHPR,Hungary,
QHD,,Germany,
QHJ,,Denmark,
QHU,,Germany,
QHX,,China,Xinjiang
QII,,Germany,
QJE,,Denmark,Greenland
QJI,,Denmark,Greenland
QJV,,Denmark,
QJW,,Denmark,
QJY,,Poland,
QJZ,,France,
QKL,,Germany,
QKU,,Germany,
QLE,,Australia,Australian Capital Territory
QLJ,,Switzerland,
QLQ,,Spain,
QLS,LSGL,Switzerland,
QLZ,,Denmark,
QMK,,Denmark,Greenland
QMO,,Belgium,
QOF,,Ukraine,
QOH,,Ukraine,
QOW,DNIM,Nigeria,
QPG,WSAP,Singapore,
QPL,,Romania,
QPP,,Germany,
QPV,,Australia,Western Australia
QPW,,Denmark,Greenland
QQD,,United Kingdom,Channel Islands
QQH,,United Kingdom,Channel Islands
QQK,,United Kingdom,Channel Islands
QQM,,United Kingdom,Gibraltar
QQN,,United Kingdom,Isle of Man
QQP,,United Kingdom,Gibraltar
QQR,,United Kingdom,Channel Islands
QQS,,United Kingdom,Channel Islands
QQU,,United Kingdom,Channel Islands
QQW,,United Kingdom,Channel Islands
QQX,,United Kingdom,Channel Islands
QQY,,United Kingdom,
QRA,FAGM,South Africa,
QRH,,Netherlands,
QRO,MMQT,Mexico,
QRS,,Romania,
QRW,DNSU,Nigeria,
QRY,,Denmark,Greenland
QSC,,Brazil,
QSG,,Denmark,
QSR,LIRI,Italy,
QTH,,Australia,Western Australia
QUB,,Libya,
QUG,EGHR,United Kingdom,Channel Islands
QUL,,Germany,
QUO,DNAI,Nigeria,
QUP,,Denmark,Greenland
QUY,,United Kingdom,Gibraltar
QVY,,Finland,
QWB,,Germany,
QWC,,Germany,
QWL,,Australia,Western Australia
QWO,,Denmark,
QWQ,,Denmark,
QWU,,Germany,
QWZ,,Netherlands,
QXF,,Denmark,
QXG,,France,
QXK,,France,
QXV,,Denmark,
QXZ,,Austria,
QYC,,Netherlands,
QYE,,Netherlands,
QYH,,Netherlands,
QYI,,Netherlands,
QYL,,Netherlands,
QYM,,Netherlands,
QYP,,Netherlands,
QYQ,,Denmark,
QYT,,Netherlands,
QYU,,Sweden,
QYV,,Netherlands,
QYW,,France,
QYX,,Sweden,
QYZ,,Netherlands,
QZB,,Switzerland,
QZC,,Australia,Western Australia
QZD,,Hungary,
QZF,,France,
QZM,,Australia,Western Australia
RAA,,Papua New Guinea,
RAD,,United Kingdom,British Virgin Islands
RAE,OERR,Saudi Arabia,
RAF,,Argentina,
RAG,NZRA,New Zealand,
RAH,OERF,Saudi Arabia,
RAJ,VARK,India,
RAK,GMMX,Morocco,
RAM,YRNG,Australia,Northern Territory
RAN,,Italy,
RAO,SBRP,Brazil,
RAQ,WAWR,Indonesia,
RAS,OIGG,Iran,
RAT,,Russia,
RAV,,Colombia,
RAW,,Papua New Guinea,
RAX,,Papua New Guinea,
RAZ,OPRT,Pakistan,
RBA,GMME,Morocco,
RBB,SWBR,Brazil,
RBC,YROI,Australia,South Australia
RBE,VDRK,Cambodia,
RBJ,RJCR,Japan,
RBM,KRBM,Germany,
RBO,SLRB,Bolivia,
RBP,,Papua New Guinea,
RBQ,SLRQ,Bolivia,
RBR,SBRB,Brazil,
RBS,YORB,Australia,Australian Capital Territory
RBT,HKMB,Kenya,
RBU,YROE,Australia,Western Australia
RBX,HSMK,South Sudan,
RCB,FARB,South Africa,
RCC,,Italy,
RCH,SKRH,Colombia,
RCM,YSRI,Australia,Queensland
RCO,LFDN,France,
RCQ,SATR,Argentina,
RCS,EGTO,United Kingdom,Channel Islands
RCU,SAOC,Argentina,
RCY,MYRP,Bahamas,
RDA,,Australia,Northern Territory
RDC,SNDC,Brazil,
RDE,WASM,Indonesia,
RDN,WMPR,Malaysia,
RDS,SAHS,Argentina,
RDT,,Senegal,
RDZ,LFCR,France,
REA,NTGE,France,French Polynesia
REB,EDAX,Germany,
REC,SBRF,Brazil,
REG,LICR,Italy,
REI,,France,French Guiana
REL,SAVT,Argentina,
REN,UWOO,Russia,
REP,VDSR,Cambodia,
REQ,,Pakistan,
RER,MGRT,Guatemala,
RES,SARE,Argentina,
RET,ENRS,Norway,
REU,LERS,Spain,
REW,,India,
REX,MMRX,Mexico,
REY,SLRY,Bolivia,
REZ,,Brazil,
RFA,FEGR,Central African Republic,
RFN,BIRG,Iceland,
RFP,NTTR,France,French Polynesia
RFR,MRRF,Costa Rica,
RFS,MNRT,Nicaragua,
RGA,SAWE,Argentina,
RGE,,Papua New Guinea,
RGH,VEBG,India,
RGI,NTTG,France,French Polynesia
RGK,UNBG,Russia,
RGL,SAWG,Argentina,
RGS,LEBG,Spain,
RGT,WIPR,Indonesia,
RHA,BIRE,Iceland,
RHD,SANH,Argentina,
RHE,LFSR,France,
RHG,,Rwanda,
RHL,,Australia,Western Australia
RHN,,Namibia,
RHO,LGRP,Greece,
RHP,VNRC,Nepal,
RIA,SBSM,Brazil,
RIB,SLRI,Bolivia,
RIG,SBRG,Brazil,
RIJ,SPJA,Peru,
RIK,MRCR,Costa Rica,
RIM,SPLN,Peru,
RIS,RJER,Japan,
RIT,,Panama,
RIX,EVRA,Latvia,
RIY,OYRN,Yemen,
RIZ,,Panama,
RJA,VORY,India,
RJB,VNRB,Nepal,
RJH,VGRJ,Bangladesh,
RJI,,India,
RJK,LDRI,Croatia,
RJL,LELO,Spain,
RJN,OIKR,Iran,
RKA,NTKK,France,French Polynesia
RKE,EKRK,Denmark,
RKI,WIBR,Indonesia,
RKO,,Indonesia,
RKT,OMRK,United Arab Emirates,
RKU,,Papua New Guinea,
RKV,BIRK,Iceland,
RKY,,Australia,Northern Territory
RKZ,ZURK,China,Tibet
RLG,ETNL,Germany,
RLK,,China,Ningxia
RLO,,Argentina,
RLP,,Australia,Queensland
RLR,,Madagascar,
RLT,DRZL,Niger,
RMA,YROM,Australia,Queensland
RMB,,Oman,
RMD,,India,
RMF,HEMA,Egypt,
RMI,LIPR,Italy,
RMK,YREN,Australia,South Australia
RML,VCCC,Sri Lanka,
RMN,,Papua New Guinea,
RMS,ETAR,Germany,
RMT,NTAM,France,French Polynesia
RMU,LEMI,Spain,
RNB,ESDF,Sweden,
RNE,LFLO,France,
RNI,MNCI,Nicaragua,
RNJ,RORY,Japan,
RNM,,Oman,
RNN,EKRN,Denmark,
RNS,LFRN,France,
RNU,WBKR,Malaysia,
ROB,GLRB,Liberia,
ROD,,South Africa,
ROH,YROB,Australia,Queensland
ROI,VTUV,Thailand,
ROK,YBRK,Australia,Queensland
RON,,Colombia,
ROO,SWRD,Brazil,
ROS,SAAR,Argentina,
ROT,NZRO,New Zealand,
ROV,URRR,Russia,
ROY,SAWM,Argentina,
ROZ,,Spain,
RPA,,Nepal,
RPB,,Australia,Northern Territory
RPM,YNGU,Australia,Northern Territory
RPN,LLIB,Israel,
RPR,VARP,India,
RPV,,Australia,Northern Territory
RQW,,Iraq,
RRA,,Spain,
RRE,YMRE,Australia,South Australia
RRG,FIMR,Mauritius,
RRK,VERK,India,
RRM,,Mozambique,
RRN,,Brazil,
RRO,,Italy,
RRR,NTKO,France,French Polynesia
RRS,ENRO,Norway,
RRV,,Australia,Northern Territory
RSA,SAZR,Argentina,
RSB,YRSB,Australia,South Australia
RSD,MYER,Bahamas,
RSE,,Australia,New South Wales
RSG,,Brazil,
RSI,,Panama,
RSK,WASC,Indonesia,
RSS,,Sudan,
RTB,MHRO,Honduras,
RTC,VARG,India,
RTG,,Indonesia,
RTI,,Indonesia,
RTM,EHRD,Netherlands,
RTP,YRTP,Australia,Northern Territory
RTS,YRTI,Australia,Western Australia
RTW,UWSS,Russia,
RTY,YMYT,Australia,South Australia
RUA,HUAR,Uganda,
RUD,OIMJ,Iran,
RUF,,Indonesia,
RUG,ZSRG,China,Jiangsu
RUH,OERK,Saudi Arabia,
RUK,VNRK,Nepal,
RUM,VNRT,Nepal,
RUN,FMEE,France,Reunion
RUP,VERU,India,
RUR,NTAR,France,French Polynesia
RUU,,Papua New Guinea,
RUV,MGRB,Guatemala,
RUY,MHRU,Honduras,
RVA,FMSG,Madagascar,
RVC,,Liberia,
RVD,SWLC,Brazil,
RVE,SKSA,Colombia,
RVK,ENRM,Norway,
RVN,EFRO,Finland,
RVO,,South Africa,
RVT,YNRV,Australia,Western Australia
RVV,NTAV,France,French Polynesia
RVY,SURV,Uruguay,
RWN,UKLR,Ukraine,
RWS,,Brazil,
RXA,,Yemen,
RXS,RPVR,Philippines,
RYB,UUBK,Russia,
RYG,ENRY,Norway,
RYK,OPRK,Pakistan,
RYN,LFCY,France,
RYO,,Argentina,
RZA,SAWU,Argentina,
RZE,EPRZ,Poland,
RZN,UUWR,Russia,
RZP,,Philippines,
RZR,OINR,Iran,
RZS,,Pakistan,
SAE,,Indonesia,
SAH,OYSN,Yemen,
SAK,BIKR,Iceland,
SAL,MSLP,El Salvador,
SAM,,Papua New Guinea,
SAP,MHLM,Honduras,
SAQ,,Bahamas,
SAU,WATS,Indonesia,
SAW,LTFJ,Turkey,
SAX,,Panama,
SAY,LIQS,Italy,
SAZ,,Liberia,
SBB,SVSB,Venezuela,
SBC,,Papua New Guinea,
SBE,,Papua New Guinea,
SBF,OADS,Afghanistan,
SBG,WITB,Indonesia,
SBI,GUSB,Guinea,
SBJ,SNMX,Brazil,
SBK,LFRT,France,
SBL,SLSA,Bolivia,
SBQ,OPSB,Pakistan,
SBR,,Australia,Northern Territory
SBU,FASB,South Africa,
SBV,,Papua New Guinea,
SBW,WBGS,Malaysia,
SBZ,LRSB,Romania,
SCA,,Colombia,
SCD,MHUL,Honduras,
SCG,YSPK,Australia,Victoria
SCI,SVPM,Venezuela,
SCN,EDDR,Germany,
SCO,UATE,Kazakhstan,
SCP,,France,
SCQ,LEST,Spain,
SCS,EGPM,United Kingdom,
SCT,ODSQ,Yemen,
SCU,MUCU,Cuba,
SCV,LRSV,Romania,
SCW,UUYY,Russia,
SCX,MM57,Mexico,
SCY,SPSF,Ecuador,
SDB,FASD,South Africa,
SDC,,Guyana,
SDD,FNBU,Angola,
SDE,SANE,Argentina,
SDG,OICS,Iran,
SDI,,Papua New Guinea,
SDJ,RJSS,Japan,
SDK,WBKS,Malaysia,
SDL,ESNN,Sweden,
SDN,ENSD,Norway,
SDO,,Japan,
SDQ,MDSD,Dominican Republic,
SDR,LEXJ,Spain,
SDS,RJSD,Japan,
SDT,OPSS,Pakistan,
SDU,SBRJ,Brazil,
SDV,LLSD,Israel,
SEB,HLLS,Libya,
SED,,Israel,
SEH,WAJS,Indonesia,
SEI,,Brazil,
SEN,EGMC,United Kingdom,Channel Islands
SEQ,WIBS,Indonesia,
SET,,Honduras,
SEU,HTSN,Tanzania,
SEV,UKCS,Ukraine,
SEW,HE24,Egypt,
SEY,GQNS,Mauritania,
SEZ,FSIA,Seychelles,
SFA,DTTX,Tunisia,
SFC,,France,Guadeloupe
SFD,SVSR,Venezuela,
SFE,,Philippines,
SFH,SVSP,Mexico,
SFJ,BGSF,Denmark,Greenland
SFK,,Brazil,
SFN,SAAV,Argentina,
SFP,,Australia,Queensland
SFQ,LTCH,Turkey,
SFS,RPLB,Philippines,
SFT,ESNS,Sweden,
SFU,,Papua New Guinea,
SFV,,Brazil,
SFW,,Panama,
SFX,,Venezuela,
SGA,OASN,Afghanistan,
SGB,,Papua New Guinea,
SGC,USRR,Russia,
SGD,EKSB,Denmark,
SGE,,Germany,
SGG,,Malaysia,
SGI,OPSR,Pakistan,
SGJ,,Papua New Guinea,
SGK,,Papua New Guinea,
SGL,,Philippines,
SGM,MM26,Mexico,
SGO,YSGE,Australia,Queensland
SGP,YSHG,Australia,Western Australia
SGQ,WRLA,Indonesia,
SGS,RPMN,Philippines,
SGV,SAVS,Argentina,
SGX,HTSO,Tanzania,
SGZ,VTSH,Thailand,
SHA,ZSSS,China,Shanghai
SHB,RJCN,Japan,
SHC,,Ethiopia,
SHE,ZYTX,China,Liaoning
SHI,RORS,Japan,
SHJ,OMSJ,United Arab Emirates,
SHL,VEBI,India,
SHM,RJBD,Japan,
SHP,ZBSH,China,Tianjin
SHQ,YSPT,Australia,Queensland
SHS,ZHSS,China,Hubei
SHT,YSHT,Australia,Victoria
SHU,,Australia,Northern Territory
SHW,OESH,Saudi Arabia,
SHY,HTSY,Tanzania,
SIC,LTCM,Panama,
SIE,LPSI,Portugal,
SIF,VNSI,Nepal,
SIH,VNDT,Nepal,
SII,GMMF,Morocco,
SIJ,BISI,Iceland,
SIL,,Papua New Guinea,
SIM,,Papua New Guinea,
